Path,Dissimilarity,Contrast,Homogeneity,Energy,Correlation,ASM,Label
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_3_27.jpg,0.832571145756001,1.8001930215293243,0.674465911674506,0.22804338523302056,0.7565627269366865,0.052003785548535825,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_8_15.jpg,0.5186884434545905,0.9229448156396932,0.77954032503515,0.5503066458828936,0.5563148430828275,0.3028374045028804,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_closing_sq_5_16_33.jpg,0.40116802771591187,0.5665429349170998,0.8156471416846106,0.30637572641572575,0.8762860073449676,0.09386608573676362,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_5_24_114.jpg,0.7319673348181144,1.7330363771343729,0.7272968759950025,0.48960215862263473,0.4949913714022499,0.2397102737279436,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_5_23_113.jpg,0.7558822073744123,1.735412026726058,0.7142380250469862,0.48700814788660096,0.4911118939501875,0.23717693610793741,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_opening_sq_3_22_88.jpg,0.35099232863152685,0.4890076713684731,0.8381354196409876,0.4455154820021734,0.7961119142124619,0.1984840447036289,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_erosion_sq_5_31_84.jpg,0.0642118287552586,0.06695372432566196,0.9681682751794111,0.8129629698625114,0.8925031388810531,0.6609087903676746,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_19_23.jpg,0.8290324177183865,1.6661618411284336,0.6654370062370063,0.23792404211541882,0.7674349938551247,0.05660784981653958,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_erosion_sq_3_31_71.jpg,0.2257510517198713,0.30314773570898296,0.8947482355628564,0.6116920880960666,0.7541730077618258,0.37416721063932606,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_erosion_sq_3_13_63.jpg,0.24452858203414995,0.32275674338035143,0.8854480197881222,0.6183474433002839,0.7510364023924295,0.3823535606359978,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_3_26_46.jpg,0.8347587230883444,1.8293838158871567,0.675551011705656,0.2114928020728561,0.7871261606925464,0.04472920532862828,Cap
BatikYogya/Validasi/Cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_3_17_101.jpg,0.758846820094036,1.6327394209354122,0.7041867564689522,0.48405371108417133,0.6071098112010062,0.2343079952143584,Cap
