Path,Dissimilarity,Contrast,Homogeneity,Energy,Correlation,ASM,Label
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_5_10_116.jpg,0.17943225496476617,0.22355461242793082,0.9146508883822587,0.6982174421326609,0.7932930759978755,0.48750759649827574,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_5_13_119.jpg,0.20201393337604098,0.24017056374119156,0.9028086963484946,0.6224075755204177,0.8386816460384281,0.3873911900652044,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_23_9.jpg,0.46736867392696996,0.6285634208840487,0.7823573073589559,0.49422717757665524,0.6138419171633186,0.2442605030553867,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_5_23_79.jpg,0.5896660794362588,0.9255885650224216,0.7386065917398349,0.27261176291934747,0.7889626708641563,0.07431717328199453,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_30_38.jpg,0.6271220371556694,0.9053491351697629,0.7141005953951088,0.36373911235805945,0.4491236265452178,0.132306141859029,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_32_64.jpg,1.0815182575272262,2.359785393978219,0.5823611300332482,0.20594943368485247,0.599583952766364,0.04241516923511144,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_5_1_115.jpg,0.24907911595131327,0.31914638052530425,0.8824219486000678,0.539978888760516,0.8700066328634888,0.2915772003070417,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_3_19_98.jpg,1.1459200832799485,2.4924127162075593,0.5564395641510849,0.18258437507160893,0.677156777165583,0.03333705402028997,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_3_1_92.jpg,1.1187740230621397,2.3418281550288276,0.5600354168055632,0.18514910957794842,0.6463848064126891,0.03428019277750715,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_7_43.jpg,0.5998758808456118,0.8236106662395899,0.7222927041634177,0.37833874620397184,0.41798959649525746,0.1431402068791934,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_5_0_114.jpg,0.20671844971172326,0.25196188340807174,0.9011340298451219,0.6568707702658979,0.773937200110695,0.4314792088297141,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_15_3.jpg,0.5332118834080718,0.7935017616912236,0.7592293398042211,0.5187397383706478,0.4115899919328005,0.26909091616484815,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_1_18.jpg,0.6595531710442024,0.959160794362588,0.6998340488316748,0.3673860722174344,0.3848360517026862,0.13497252605935395,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_0_46.jpg,1.1638773222293401,2.5239029468289558,0.5489945592969201,0.20173141445257484,0.5658185196945854,0.04069556357703652,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_29_12.jpg,0.5019819026265214,0.7539838244714927,0.7737869350051163,0.4840374311631582,0.585049716854437,0.23429223476702912,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_5_29_84.jpg,0.6730861627162076,1.121236386931454,0.7079207260689719,0.2607338886607902,0.7512483475971535,0.06798216069617737,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_5_1_69.jpg,0.513332799487508,0.8044923126201153,0.7722912819836455,0.2752226425947822,0.8427863363397716,0.0757475029968552,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_5_15_120.jpg,0.20435618193465727,0.2421124279308136,0.901589054904473,0.6416531010351425,0.8292780467047424,0.41171870206801475,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_18_53.jpg,1.1567905188981422,2.5645819987187704,0.5567224692241178,0.20415811572590983,0.5498942477140157,0.04168053621675399,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_17_52.jpg,0.9888693145419603,2.128203074951954,0.6156563332473383,0.22609363388962078,0.6510952235843649,0.051118331285413876,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_1_47.jpg,1.068125400384369,2.419702914798206,0.5952167927364116,0.22248285447084598,0.59256554864751,0.04949862053349563,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_29_36.jpg,0.6093850096092248,0.8360826393337604,0.7179114936764633,0.38374319180121347,0.41490704243610754,0.1472588372537829,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_28_60.jpg,1.0691063420884048,2.316343689942345,0.5854375856931251,0.21396772936688008,0.6288667883047674,0.045782189210418434,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_3_29_61.jpg,1.1617152466367713,2.514293721973094,0.5499445440473534,0.1928343524847685,0.5968549488814479,0.03718508749821994,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_5_27_82.jpg,0.556734465086483,0.8983023702754644,0.7552898565428241,0.27736831977213666,0.8237418365277321,0.07693318481321824,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_27_11.jpg,0.4187620115310698,0.5708680333119796,0.805528757282912,0.546438310225978,0.6101196279987672,0.2985948268826222,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_5_20_76.jpg,0.5611186739269699,0.8843489750160154,0.7516252072577909,0.27924140237126643,0.7997736079211605,0.07797576079827154,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_5_25_80.jpg,0.6297045163356823,1.0686459000640616,0.7284828276774663,0.25846054320148265,0.7900741989442116,0.06680185239200548,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_25_10.jpg,0.4510530108904548,0.633267937219731,0.7923331194326645,0.5482598895393507,0.48179489984341123,0.30058890647770103,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_5_15_23.jpg,0.6571108263933376,0.9608023702754646,0.7016045992387986,0.37375314148388433,0.3848011586684773,0.13969141076907246,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_5_18_123.jpg,0.16357703395259449,0.19048286354900704,0.9208992397407395,0.6940423442696579,0.8367347657254891,0.48169477563932234,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_3_32_109.jpg,1.1933656310057656,2.508668321588725,0.5308346238633432,0.18622295158283173,0.6144328016028408,0.034678987696221686,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_black_tophat_sq_3_11_1.jpg,0.5101297245355542,0.7210922485586162,0.7656934367399945,0.5179087988106893,0.38704863801189754,0.268229523885531,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_closing_sq_5_32_87.jpg,0.6378723574631646,1.0434216848174247,0.7211397058823529,0.265766440250077,0.7700157376533943,0.07063180076319775,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_5_3_271.jpg,0.7966848174247276,1.4574391415759131,0.6667284031584347,0.38520097046277935,0.33046555532376676,0.148379787645467,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_5_1_256 (1).jpg,0.7839726137091607,1.335141736066624,0.6625369857325475,0.3848864482236526,0.3337100200083034,0.1481375780262184,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_5_25_266 (1).jpg,0.6712844330557334,1.141175528507367,0.7110953574254814,0.4039128881798301,0.403733341245092,0.16314562123777196,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_erosion_sq_3_11_138.jpg,0.38076553491351695,0.5060057655349135,0.8220875569958926,0.5549380326939195,0.5251339672471985,0.30795622013019763,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_3_31_250.jpg,0.7976257206918642,1.5179972773862909,0.6722767431394773,0.4076642755372634,0.40264908464201626,0.1661901615493218,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_erosion_sq_5_5_174.jpg,0.09212844330557333,0.10578155028827675,0.9553010890454835,0.8461020781158772,0.7412108182554393,0.7158887265920061,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_5_1_256.jpg,0.7839726137091607,1.335141736066624,0.6625369857325475,0.3848864482236526,0.3337100200083034,0.1481375780262184,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_white_tophat_sq_3_9_255.jpg,0.7847333440102497,1.4361587123638693,0.6719514716027839,0.3861154403271106,0.4004626222864753,0.1490851332589985,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_dilation_sq_5_5_136.jpg,0.175208199871877,0.21032190903267134,0.915907270980141,0.6710943286373727,0.8559565896255278,0.450367597929246,cap
/content/drive/My Drive/Dataset/Batik/YogyaNogosari/valid/cap/Yogya-Cap-Nogosari--Sogan_opening_sq_3_3_197.jpg,0.6067624919923127,0.957499199231262,0.7313319700940052,0.3479895338819751,0.5792850377028703,0.1210967156913943,cap
