Path,Dissimilarity,Contrast,Homogeneity,Energy,Correlation,ASM,Label
CNN/DataValid/Tulis/Tulis  (34).jpg,0.6711843369634849,1.1500840807174888,0.7116590750650036,0.3313023943391864,0.7269166917109741,0.10976127649487775,Tulis
CNN/DataValid/Tulis/Tulis  (33).jpg,0.638953395259449,1.014994394618834,0.7177910794362587,0.3092188324630668,0.8164537862389603,0.09561628634982217,Tulis
CNN/DataValid/Tulis/Tulis  (12).jpg,0.3223294362588085,0.4380004804612428,0.8503741238647926,0.6175322075195457,0.5904787449061708,0.3813460273239633,Tulis
CNN/DataValid/Tulis/Tulis  (4).jpg,0.39485906470211407,0.5476457399103138,0.8177982628028792,0.5731754654955139,0.5571729252483199,0.32853011424599904,Tulis
CNN/DataValid/Tulis/Tulis  (9).jpg,0.4824431454196028,0.787295803971813,0.7883603825283131,0.5008927761877766,0.6217517775130492,0.2508935732370981,Tulis
CNN/DataValid/Tulis/Tulis  (10).jpg,0.36801329276105066,0.5201993914157592,0.8311243499642009,0.5717856623534852,0.6235955385104694,0.3269388436730138,Tulis
CNN/DataValid/Tulis/Tulis  (8).jpg,0.4462684176809737,0.7272982062780269,0.8042005755389428,0.5145619827870879,0.6609548629811631,0.2647740341297793,Tulis
CNN/DataValid/Tulis/Tulis  (27).jpg,0.5107903587443946,0.7055773542600897,0.763781438325589,0.3930114219317854,0.6660161250481962,0.15445797776884385,Tulis
CNN/DataValid/Tulis/Tulis  (28).jpg,0.6680613388853299,1.211943465727098,0.7193087898319038,0.35258530103716057,0.6961006688015086,0.12431639450746515,Tulis
CNN/DataValid/Tulis/Tulis  (5).jpg,0.4067104420243434,0.561459000640615,0.8120436318388706,0.5468590597833233,0.5636230649959983,0.2990548312671003,Tulis
CNN/DataValid/Tulis/Tulis  (6).jpg,0.4552570467648943,0.7197109224855862,0.7983495558451046,0.5355869757381829,0.6041387531747449,0.2868534085803729,Tulis
CNN/DataValid/Tulis/Tulis  (24).jpg,0.33794442664958363,0.40240631005765537,0.8374174501639221,0.5311490482688245,0.647177105976757,0.2821193114768781,Tulis
CNN/DataValid/Tulis/Tulis  (35).jpg,0.6379524343369635,1.1308255925688662,0.7294948580501536,0.36355989398735505,0.7389243964403398,0.13217579651609684,Tulis
CNN/DataValid/Tulis/Tulis  (7).jpg,0.46877001921844974,0.7295803971812939,0.791286549114299,0.5085829686128838,0.6165553815247877,0.25865663596309346,Tulis
CNN/DataValid/Tulis/Tulis  (94).jpg,0.24703715566944265,0.2621716848174247,0.8779948750800769,0.47241610865968586,0.8019641102005937,0.22317697972116013,Tulis
CNN/DataValid/Tulis/Tulis  (88).jpg,0.2450152146060218,0.258748398462524,0.8788657110826392,0.4966160689570714,0.7774576554662067,0.24662751994637466,Tulis
CNN/DataValid/Tulis/Tulis  (1).jpg,0.48828875720691867,0.7111426969891096,0.7779799195462941,0.5210743167536437,0.3057919282157975,0.27151844358027655,Tulis
CNN/DataValid/Tulis/Tulis  (114).jpg,0.3351417360666239,0.36961483023702757,0.8358764413837284,0.4357247137803734,0.7566990653096576,0.18985602619898834,Tulis
CNN/DataValid/Tulis/Tulis  (93).jpg,0.2605501281229981,0.2801289237668162,0.8716799892602782,0.4757697347702359,0.7916517608352982,0.2263568405233406,Tulis
CNN/DataValid/Tulis/Tulis  (129).jpg,0.4086523062139654,0.5598774823830878,0.810717229716999,0.5418723349638993,0.4047594157672594,0.2936256273992283,Tulis
CNN/DataValid/Tulis/Tulis  (51).jpg,0.8151225176169121,1.5407391095451635,0.6634641201254562,0.25277474171443065,0.743020583233997,0.06389507004879713,Tulis
CNN/DataValid/Tulis/Tulis  (65).jpg,0.40687059577194107,0.6507847533632287,0.8207837170742737,0.46886767113221045,0.8599892755740878,0.21983689303294265,Tulis
CNN/DataValid/Tulis/Tulis  (128).jpg,0.4829436258808456,0.6897021140294682,0.7791418585371368,0.5053590394278169,0.34729342184514367,0.2553877587314058,Tulis
CNN/DataValid/Tulis/Tulis  (52).jpg,0.8137411915438822,1.4388613068545806,0.6545618997857854,0.23706561202849338,0.7654757207791113,0.05620010440644414,Tulis
CNN/DataValid/Tulis/Tulis  (118).jpg,0.3814862267777066,0.4414638052530429,0.8152518182160756,0.4173963926009757,0.7226990849853349,0.17421974855630784,Tulis
CNN/DataValid/Tulis/Tulis  (86).jpg,0.26669602818705956,0.28507367072389495,0.8684897501601537,0.4657969801863617,0.7844466848855285,0.2169668267507338,Tulis
CNN/DataValid/Tulis/Tulis  (71).jpg,0.4627442344650865,0.5787355861627163,0.7802072342389871,0.4211033069511091,0.6234571287598003,0.17732799512515998,Tulis
CNN/DataValid/Tulis/Tulis  (80).jpg,0.4834841447789878,0.605281069827034,0.770426315144892,0.4250573758149618,0.5780046982937465,0.18067377273470164,Tulis
CNN/DataValid/Tulis/Tulis  (69).jpg,0.45679852658552206,0.5599775784753362,0.7818847269849644,0.42206435504759676,0.6248850455189423,0.1781383198017438,Tulis
CNN/DataValid/Tulis/Tulis  (98).jpg,0.5458039718129404,0.7610906470211403,0.7485092838446176,0.3650999990830856,0.6461293008237416,0.1332980093304691,Tulis
CNN/DataValid/Tulis/Tulis  (79).jpg,0.44716928251121074,0.5537115631005766,0.7870554555903078,0.40677948847449064,0.6384755542917725,0.16546955224356827,Tulis
CNN/DataValid/Tulis/Tulis  (82).jpg,0.4156590326713645,0.49937940422805893,0.800534042092173,0.42692304216486804,0.6340203606910093,0.18226328393130567,Tulis
CNN/DataValid/Tulis/Tulis  (78).jpg,0.4692304612427931,0.5813380845611786,0.7765729217696047,0.41449270794397225,0.6042140635474013,0.17180420493872706,Tulis
CNN/DataValid/Tulis/Tulis  (48).jpg,0.7485986547085202,1.4370996156310056,0.6928855683356474,0.2593372220545405,0.7602116957071883,0.06725579474296606,Tulis
CNN/DataValid/Tulis/Tulis  (76).jpg,0.4829236066623959,0.6092849135169763,0.7711545436560274,0.4136354580550952,0.6038740248264443,0.1710942921604484,Tulis
CNN/DataValid/Tulis/Tulis  (42).jpg,0.5451833760409993,0.8939982383087763,0.762094787466556,0.334245475528994,0.8096714364689078,0.11172003791160331,Tulis
CNN/DataValid/Tulis/Tulis  (66).jpg,0.48154228058936577,0.7878763613068546,0.7896531258243207,0.4354267332546129,0.8349319814450258,0.1895964400327838,Tulis
CNN/DataValid/Tulis/Tulis  (97).jpg,0.5402986867392697,0.7578675528507366,0.7515135163240875,0.3732831603409506,0.6218600874883771,0.13934031779412784,Tulis
CNN/DataValid/Tulis/Tulis  (84).jpg,0.41856181934657266,0.5214205637411916,0.8009823548253383,0.4117975210445831,0.6827406159514102,0.16957719833846388,Tulis
CNN/DataValid/Tulis/Tulis  (77).jpg,0.4465086483023703,0.542080397181294,0.7863028507367071,0.422139136487732,0.6193618447407401,0.17820145055460804,Tulis
